76,158,117,124
47,101,123,112
47,102,125,113
48,102,126,113
32,101,134,117
33,100,135,116
37,101,139,117
68,135,114,113
68,136,114,114
69,135,115,113
69,136,115,114
68,137,114,115
69,137,115,115
82,137,130,113
82,138,130,114
90,137,128,113
91,137,130,113
88,92,95,116
91,94,100,120
92,97,104,121
94,137,133,113
94,138,133,114
95,138,134,114
95,139,134,115
96,138,135,114
96,139,135,115
92,138,131,114
93,137,132,113
93,138,132,114
92,125,136,108
93,125,137,108
94,125,138,108
94,126,138,109
95,125,139,108
83,138,130,114
84,137,130,113
85,137,129,113
66,157,110,124
71,164,111,124
71,166,108,123
72,166,110,124
79,168,119,129
69,165,114,129
72,169,112,128
74,170,114,129
74,169,116,130
74,170,116,132
75,172,117,134
74,170,116,131
37,146,99,112
41,143,103,112
45,136,97,110
84,88,116,131
84,89,116,132
84,90,116,132
92,80,112,134
87,89,119,130
87,90,119,131
91,82,116,132
92,83,116,131
92,78,118,134
94,77,120,133
95,78,121,134
95,79,121,135
96,79,122,135
96,80,121,136
92,97,138,104
93,97,137,104
93,98,139,102
93,100,139,104
94,98,138,102
95,93,131,111
96,94,132,112
96,95,131,113
91,96,140,120
92,97,140,121
91,97,139,121
93,97,141,121
94,97,142,121
95,93,146,99
96,94,146,98
96,95,145,98
97,92,144,102
97,93,143,102
97,101,143,107
98,100,145,106
98,101,145,107
97,107,142,114
86,125,128,105
94,137,132,113
94,126,140,108
97,140,137,116
98,140,138,116
99,140,139,116
99,141,139,117
82,137,155,125
82,138,155,128
84,138,156,126
100,141,152,120
105,140,140,116
90,36,156,178
95,34,161,177
95,35,161,178
98,20,160,172
98,21,160,174
58,118,109,93
59,116,110,92
43,129,94,104
42,131,93,108
46,128,94,109
45,134,96,111
46,133,97,110
46,134,97,111
47,133,97,112
48,133,98,112
45,135,96,112
46,135,97,112
46,136,97,113
46,131,99,106
48,130,100,106
49,129,98,108
49,130,98,109
46,132,97,109
49,132,99,111
50,132,100,111
48,134,94,108
49,133,96,106
51,128,102,105
49,130,98,110
51,127,102,104
52,125,102,102
52,127,103,104
52,128,103,105
52,129,102,107
53,129,103,107
54,127,104,104
54,128,104,105
55,127,104,104
47,134,97,113
48,136,98,113
49,134,99,111
49,135,99,112
49,136,99,113
42,42,87,99
52,38,96,106
53,40,97,107
55,39,94,105
51,42,96,107
52,42,96,109
53,43,97,109
53,44,97,110
51,44,95,110
52,44,96,110
55,44,99,110
55,45,99,111
46,52,88,118
53,45,97,111
53,46,97,112
55,48,99,112
56,48,100,112
56,50,95,110
56,48,92,116
56,51,94,114
57,47,95,112
55,54,94,118
56,52,92,118
56,54,94,114
60,50,94,116
56,56,95,118
57,56,96,119
58,54,96,118
58,56,96,120
59,56,94,120
55,50,99,113
56,49,100,113
55,49,99,113
55,51,99,114
56,50,100,113
57,50,101,113
59,49,103,113
60,52,104,114
60,52,97,113
61,49,99,114
61,51,98,113
62,51,99,112
63,35,79,104
64,32,79,102
63,36,79,104
67,36,85,98
68,34,88,100
39,89,117,105
40,88,118,104
40,89,118,105
42,75,116,91
42,76,116,92
42,77,116,93
45,100,117,111
46,100,118,111
45,99,117,111
47,98,120,110
47,100,118,111
24,92,124,104
24,99,124,111
24,100,126,112
26,96,125,109
27,96,124,109
26,100,126,112
26,102,126,114
27,100,122,112
27,101,122,113
28,105,124,116
34,90,118,104
36,90,121,104
38,90,122,104
44,87,120,100
44,88,120,99
42,88,120,103
42,89,120,104
44,88,122,103
45,89,122,104
47,101,123,112
47,102,125,113
48,102,126,113
56,118,111,92
58,118,110,92
60,116,114,91
61,118,116,91
32,140,94,110
38,131,94,110
39,132,95,110
40,132,96,110
41,132,97,110
40,134,93,106
41,134,94,106
41,135,94,107
42,133,94,108
42,134,95,106
42,135,95,107
44,132,96,107
40,136,92,111
41,136,93,111
42,136,94,112
44,128,94,106
45,126,94,108
46,126,95,108
47,126,96,107
48,128,96,108
55,123,104,100
55,124,104,101
56,123,105,100
54,128,105,105
55,127,106,104
58,126,104,104
58,127,104,105
58,128,104,106
54,127,106,107
55,127,107,107
55,128,106,105
51,133,101,109
52,132,102,108
52,133,102,109
52,134,102,110
51,134,101,110
51,135,101,111
53,133,103,109
53,136,104,112
54,133,104,109
52,136,103,113
53,134,103,110
53,135,103,111
52,131,102,107
53,131,103,107
53,132,103,108
54,134,104,110
55,132,105,107
55,133,105,108
56,133,106,108
53,135,104,112
54,135,104,111
56,127,108,104
56,128,108,105
57,127,109,104
57,128,109,105
58,128,110,105
62,126,108,104
62,127,108,105
56,132,106,107
57,133,106,108
58,133,108,108
58,134,108,109
57,135,106,110
59,134,109,109
60,134,108,110
65,114,111,90
67,116,110,90
62,134,110,109
63,136,108,110
62,132,108,109
62,133,108,110
63,132,109,109
63,133,108,110
63,135,108,111
63,136,108,112
72,118,110,92
76,124,117,104
77,124,118,104
67,133,114,112
67,134,113,113
74,131,120,109
74,132,118,109
74,133,118,110
72,134,116,111
73,134,117,111
75,135,118,111
75,136,118,112
75,137,118,113
76,136,119,112
76,137,119,113
77,136,120,112
77,137,120,113
78,128,122,102
80,126,120,104
68,133,114,111
69,142,115,114
74,134,118,111
68,134,114,112
69,134,115,112
70,133,116,111
76,136,120,112
76,137,120,113
80,121,122,101
79,124,122,104
80,122,122,102
80,124,122,104
80,125,123,105
81,122,123,102
79,136,128,112
79,137,128,113
79,138,128,114
77,137,127,113
76,140,125,116
80,136,129,112
81,137,130,113
81,138,130,114
46,145,97,116
47,143,98,114
48,144,94,110
49,144,95,110
50,144,96,109
50,145,96,110
50,148,98,114
51,148,95,111
51,150,94,112
52,150,95,112
46,144,94,117
47,153,96,120
48,152,94,120
49,152,94,119
46,142,97,113
48,143,99,114
49,145,99,115
49,146,99,116
50,145,100,115
50,146,100,116
48,149,97,116
49,150,98,117
49,151,98,118
50,149,99,116
51,149,100,116
52,148,100,115
52,150,99,114
50,143,101,115
51,142,101,113
51,143,102,115
54,143,104,113
54,145,103,113
54,146,102,113
50,148,99,115
50,149,98,113
51,148,99,114
52,150,99,113
53,146,101,113
54,147,102,114
50,150,99,117
50,151,99,118
51,148,100,116
52,148,101,116
53,148,101,115
54,148,102,115
52,149,100,116
52,150,100,117
55,148,103,115
56,147,104,114
56,146,104,113
55,148,103,116
56,148,104,116
57,148,105,116
48,154,99,121
50,154,99,120
50,153,99,119
51,153,100,119
52,151,100,117
54,151,101,116
54,157,100,122
54,158,100,123
54,155,104,121
56,153,104,119
58,152,105,119
54,154,102,120
54,155,103,121
54,156,103,122
54,157,104,123
54,158,104,124
46,138,92,112
47,142,98,113
47,142,93,111
48,139,94,112
48,140,94,113
49,139,95,112
46,146,98,118
47,144,98,115
48,144,99,115
48,148,98,117
49,144,99,114
49,147,99,116
48,144,98,114
52,142,102,113
52,143,102,114
50,147,98,114
51,147,99,114
52,145,101,112
57,148,105,117
59,150,106,120
60,149,108,118
56,140,104,108
57,141,105,110
58,141,106,110
55,143,103,112
56,143,104,112
54,145,102,112
55,145,103,112
55,146,103,113
55,144,103,113
58,144,106,113
58,144,105,110
58,150,106,119
59,150,107,119
61,150,108,118
61,151,108,119
62,152,109,120
62,151,109,119
62,153,109,121
63,151,110,119
63,152,110,120
64,151,111,119
64,152,111,120
64,154,111,122
58,152,102,121
59,152,104,121
60,156,105,118
58,157,104,122
59,157,102,121
59,158,103,121
60,158,104,121
60,152,106,121
61,152,107,120
61,153,108,121
62,152,108,120
60,156,108,123
60,157,107,122
58,158,109,128
59,158,110,126
62,159,106,122
62,159,103,121
62,160,104,122
65,160,102,120
48,140,99,112
48,141,99,113
48,142,99,114
50,141,100,112
51,140,101,111
51,141,101,112
52,141,102,112
53,142,103,113
67,138,113,114
68,141,114,113
69,141,115,113
68,142,114,114
68,144,114,114
66,149,111,119
66,150,111,120
67,148,113,118
65,151,111,120
67,149,112,119
67,150,112,120
68,151,113,121
68,145,113,115
67,148,112,118
68,148,113,118
68,149,113,119
69,148,114,118
69,149,114,119
69,151,114,121
70,151,115,121
70,152,115,122
61,151,107,119
62,151,108,119
63,152,108,121
65,152,110,121
66,153,111,122
67,155,113,124
68,156,113,125
66,165,109,128
67,164,108,125
68,164,109,125
70,162,113,125
70,163,115,127
71,163,116,128
70,164,114,127
70,165,114,128
68,164,112,127
69,164,114,128
69,165,114,129
66,166,109,129
66,167,109,130
48,134,98,112
49,134,99,112
51,134,101,111
69,144,114,115
69,146,114,116
70,146,115,116
70,147,115,117
70,148,115,118
70,149,115,119
71,152,116,122
71,153,116,123
71,154,116,124
72,153,117,124
67,134,114,113
67,137,113,115
68,135,114,113
68,136,114,114
69,135,115,113
69,136,115,114
68,137,114,115
69,137,115,115
75,136,120,112
75,137,120,113
80,125,124,104
80,126,124,105
80,135,123,111
80,136,126,112
80,120,123,96
81,116,122,96
82,120,125,96
80,121,123,101
80,122,123,102
81,121,124,101
81,122,124,102
82,121,125,101
82,122,125,102
82,123,125,103
74,156,116,124
68,156,114,125
68,157,112,124
74,157,116,124
73,154,115,121
74,156,115,122
75,156,116,122
74,156,116,123
76,158,117,124
75,158,118,127
76,160,117,126
62,151,91,106
64,152,93,111
64,157,94,113
68,167,112,130
69,166,114,130
71,164,111,124
71,166,108,123
72,166,110,124
69,165,110,126
90,24,97,103
90,26,98,104
86,26,95,107
86,30,93,110
87,28,93,108
87,30,94,110
88,30,95,110
87,27,97,107
88,29,96,108
87,32,94,112
87,33,98,114
88,32,95,112
89,32,96,111
90,32,97,111
88,32,99,111
88,33,99,112
90,31,97,110
91,31,98,110
91,32,98,111
90,31,99,106
91,28,99,107
91,29,99,108
92,30,99,109
92,31,99,110
92,32,99,111
92,33,99,112
93,33,101,112
94,34,102,109
86,34,93,116
86,35,93,117
87,35,94,117
87,36,97,117
89,29,97,107
90,27,97,106
90,26,98,105
90,27,98,106
90,29,98,108
91,26,99,105
91,27,99,106
91,28,98,107
92,26,100,105
92,27,100,106
94,30,102,105
96,24,103,104
96,25,103,105
97,24,105,103
97,25,105,104
97,26,105,105
98,26,106,105
98,27,103,102
98,28,104,102
88,33,99,113
89,33,96,113
90,33,97,113
91,36,98,110
89,38,97,116
90,36,99,115
90,38,98,116
91,36,99,114
92,33,100,112
92,34,100,113
93,34,101,113
94,37,100,113
94,31,103,115
95,30,104,114
95,31,104,115
96,31,105,115
94,32,102,111
94,33,102,112
94,34,102,113
95,32,103,111
95,33,103,112
93,38,100,116
94,36,102,114
95,34,103,112
95,32,104,112
95,32,104,116
40,89,124,104
42,88,122,103
32,101,134,117
33,100,135,116
36,100,138,117
32,102,134,119
35,102,137,120
36,102,138,120
36,100,138,116
37,100,139,116
37,101,139,117
48,101,123,112
46,104,124,116
56,106,124,116
56,108,124,118
58,106,126,121
58,94,141,108
59,92,142,108
60,92,143,108
62,91,140,108
64,120,103,99
73,112,112,86
82,137,130,113
82,138,130,114
90,134,128,110
90,137,128,113
91,137,130,113
91,138,130,114
87,90,94,114
88,91,95,115
88,92,95,116
88,93,95,117
89,93,96,117
90,92,97,116
90,93,97,117
86,98,99,121
87,98,99,120
88,98,100,120
88,94,103,122
89,94,104,122
90,94,101,121
90,98,102,120
91,94,100,120
92,94,101,120
92,97,104,121
92,98,104,119
42,148,108,124
42,149,108,125
42,147,108,123
42,150,108,126
43,149,108,124
44,150,107,123
42,151,108,127
43,148,109,124
43,150,109,126
46,144,108,121
44,149,110,124
48,149,108,122
48,152,105,121
48,153,105,122
49,151,106,120
49,152,106,121
49,153,106,122
92,134,129,110
92,135,129,111
94,137,133,113
94,138,133,114
94,139,133,115
95,138,134,114
95,139,134,115
96,138,135,114
96,139,135,115
97,138,136,114
98,138,135,113
96,141,136,117
97,140,137,116
97,142,137,118
92,138,131,114
93,137,132,113
93,138,132,114
82,124,126,94
84,134,123,110
92,124,136,106
93,124,137,107
93,125,137,108
94,124,138,107
92,125,136,108
92,126,136,109
93,126,137,109
94,125,138,108
94,126,138,109
95,125,139,108
94,126,140,108
98,127,137,104
99,126,137,103
100,126,138,103
99,122,138,108
100,121,139,107
94,127,136,101
96,125,141,108
97,125,142,108
97,126,142,109
98,126,143,109
100,123,140,108
98,125,136,102
100,123,136,101
100,130,138,108
83,138,130,114
84,137,130,113
85,137,129,113
63,158,108,122
66,157,110,124
67,156,113,125
68,156,116,126
68,157,113,124
74,165,114,126
77,165,118,129
78,168,118,129
78,167,118,128
79,168,119,129
72,169,112,128
73,170,114,130
74,170,114,129
74,169,116,130
77,167,117,128
77,168,116,127
78,168,117,127
73,170,115,132
74,170,116,132
74,171,116,133
74,172,116,134
75,172,117,134
74,170,116,131
76,171,116,130
79,172,120,134
79,173,120,135
80,172,121,134
36,144,98,113
37,146,99,112
40,141,102,111
40,143,102,112
41,143,103,112
43,136,95,110
44,136,96,110
45,136,97,110
63,160,104,122
66,162,107,123
66,163,107,124
66,164,107,125
67,162,108,123
67,163,108,124
68,162,108,122
69,163,106,120
69,164,106,121
69,165,106,122
71,163,107,119
72,163,108,118
70,164,107,121
71,164,107,120
74,170,117,133
75,170,117,132
76,171,118,133
76,172,118,134
77,171,118,133
77,172,118,134
77,173,118,135
78,172,119,134
78,173,119,135
79,170,120,132
79,171,120,133
79,174,120,136
80,173,121,135
54,93,142,124
58,94,146,125
58,96,146,126
59,96,147,127
58,98,146,128
59,97,147,127
58,101,146,132
57,101,146,127
58,99,146,128
58,101,147,127
58,102,147,128
59,101,148,128
65,82,146,141
65,83,146,142
66,82,147,140
66,83,147,142
67,82,148,140
67,83,148,141
68,100,156,128
69,99,157,128
68,100,156,130
69,99,157,130
66,98,154,125
68,98,156,126
69,98,157,126
66,99,154,127
68,99,156,127
69,99,157,127
69,97,157,125
71,97,159,125
71,98,159,126
71,98,159,127
68,100,156,127
69,100,157,127
76,93,140,112
76,95,140,114
77,92,130,110
78,92,131,110
76,94,134,114
76,95,134,115
77,94,135,114
79,94,136,113
79,95,137,115
79,96,137,116
76,96,134,117
79,96,137,118
78,102,139,122
80,102,137,122
84,84,146,125
84,86,146,126
84,86,146,129
85,87,147,130
85,88,147,128
86,87,148,130
83,84,115,130
84,85,116,130
83,86,115,132
84,87,116,130
84,88,116,131
84,89,116,132
85,88,117,131
83,89,115,132
84,90,116,132
85,90,117,132
85,86,110,130
86,85,112,129
86,86,111,129
87,85,113,129
87,86,113,130
85,88,110,130
86,88,111,130
87,88,112,130
90,83,114,132
92,80,112,134
86,86,119,130
87,89,119,130
87,90,119,131
88,90,120,131
89,86,124,126
90,89,124,127
85,91,117,133
86,91,118,133
86,92,118,134
87,88,119,130
87,89,119,131
87,90,119,132
87,92,119,134
88,90,120,132
88,91,120,133
88,92,120,134
86,93,118,135
88,90,121,133
88,94,120,135
89,94,121,135
90,94,122,135
89,96,121,137
90,95,122,136
90,96,122,137
89,88,122,130
90,89,124,128
88,90,121,132
88,91,121,133
89,88,123,134
89,89,122,131
89,90,122,132
89,91,122,133
90,88,124,134
90,91,123,133
92,89,121,134
91,82,114,129
92,82,114,128
91,82,116,132
92,82,116,130
94,78,118,130
90,83,115,133
91,83,116,133
92,83,116,131
92,78,118,134
92,79,118,135
93,80,119,136
94,77,120,133
94,78,120,134
95,76,121,133
95,78,121,134
95,79,121,135
96,76,122,133
96,78,122,134
96,79,122,135
96,80,121,136
94,90,124,130
91,95,123,136
92,94,124,134
92,95,124,136
83,92,140,111
90,98,138,105
92,97,138,104
93,97,137,104
93,98,139,102
93,99,139,103
93,100,139,104
94,98,138,102
94,100,140,104
92,103,139,108
92,103,140,108
93,102,140,107
93,103,141,108
96,105,140,111
96,106,140,112
94,92,130,107
96,88,133,108
97,88,134,108
97,89,134,109
97,90,134,110
96,91,132,110
96,93,132,111
97,93,133,111
98,94,139,103
99,94,140,103
100,97,140,105
101,96,141,104
101,97,141,105
102,95,142,103
102,96,142,104
102,97,142,105
102,98,142,106
95,93,131,111
95,94,130,112
96,94,132,112
96,95,131,113
97,95,132,113
97,96,131,114
96,96,139,117
97,96,139,116
101,96,139,101
102,96,140,101
103,99,136,101
102,99,136,102
102,100,138,102
91,96,140,120
92,97,140,121
88,100,141,123
91,97,139,121
92,96,140,120
93,97,141,121
93,99,144,120
94,96,142,120
94,97,142,121
93,102,146,125
90,92,140,101
92,92,142,101
95,93,146,99
96,93,142,102
96,94,146,98
96,95,145,98
97,92,144,102
97,93,143,102
98,92,146,102
95,100,141,104
95,101,141,105
96,98,140,105
96,100,142,104
96,101,142,105
98,102,143,104
96,102,141,108
97,101,143,107
97,102,142,108
90,98,149,114
92,99,148,115
92,100,148,116
92,102,148,118
97,100,144,106
97,102,143,108
98,100,145,106
98,101,145,107
98,102,145,108
96,107,141,113
97,107,142,114
98,92,148,95
98,93,148,96
98,94,148,97
99,91,151,98
99,92,149,95
99,93,149,96
99,94,149,97
100,91,148,98
100,93,150,96
100,94,150,97
101,91,149,98
101,92,151,95
101,93,151,96
101,94,151,97
99,96,148,98
101,96,147,94
102,96,146,98
86,123,131,104
86,125,128,105
88,122,132,103
88,123,128,103
88,124,128,104
94,137,132,113
94,134,132,110
100,136,140,114
105,140,140,116
106,139,141,115
106,140,141,116
107,140,142,116
106,141,141,117
106,142,141,118
107,141,142,117
108,142,143,118
108,143,143,119
106,143,143,119
107,142,143,118
106,140,144,117
107,139,142,115
108,139,143,115
108,140,143,116
108,142,139,116
108,143,139,117
110,142,140,116
110,143,140,117
100,132,142,108
101,130,141,108
101,132,143,108
102,130,142,108
102,132,144,108
106,140,136,118
107,140,137,118
108,140,138,118
112,140,142,114
112,141,142,115
113,140,143,114
113,141,143,115
110,144,144,120
112,144,144,118
112,145,145,119
113,146,146,120
111,146,143,120
111,147,143,121
111,148,143,122
112,146,144,120
112,147,144,121
112,148,144,122
112,141,146,114
114,142,146,116
114,143,146,117
116,140,144,118
112,146,145,120
116,144,148,118
112,147,145,121
112,148,145,122
113,146,146,121
114,146,147,121
114,147,147,122
114,146,147,120
115,144,147,118
115,145,148,119
116,145,149,120
117,145,150,120
114,148,147,122
116,146,149,121
117,146,150,121
98,140,138,116
99,140,139,116
99,141,139,117
100,140,140,116
71,38,162,156
72,35,162,155
72,38,157,161
74,39,159,158
78,70,148,164
78,71,148,165
79,70,149,168
84,68,155,171
84,70,154,170
85,68,156,170
87,70,154,168
87,71,154,169
88,71,155,169
89,71,156,169
89,72,156,170
87,25,139,134
87,26,139,133
87,28,138,134
87,29,138,135
87,30,139,137
86,30,138,138
86,30,140,146
88,32,142,147
90,32,146,147
92,30,146,149
93,30,147,149
94,35,145,144
94,30,148,149
95,34,148,146
95,43,148,147
95,44,148,148
98,36,152,152
100,44,152,148
73,82,173,164
76,84,176,164
72,83,172,166
73,82,173,165
73,83,173,166
76,85,176,166
79,83,161,161
81,85,162,159
83,83,159,163
84,83,160,164
84,85,159,162
84,86,159,163
86,84,162,163
86,86,161,160
86,78,154,167
87,78,155,167
89,82,156,166
81,85,152,148
81,86,152,149
83,86,145,140
84,86,146,140
85,86,147,140
83,84,145,137
84,84,146,137
84,86,145,134
65,114,156,165
67,116,159,164
67,116,159,165
68,116,160,166
70,116,162,164
68,114,159,162
70,114,162,164
73,113,165,167
73,114,165,166
74,114,166,165
75,114,167,168
76,114,168,164
75,115,163,174
67,139,137,136
71,124,146,139
82,136,150,123
82,137,150,124
80,138,153,128
76,144,154,134
77,144,155,134
78,144,156,133
79,146,157,134
80,138,158,124
80,139,158,125
81,139,159,125
82,138,154,128
80,143,152,121
80,144,152,122
81,142,151,124
81,145,153,123
82,144,154,123
84,144,150,121
82,137,155,125
82,138,155,128
84,138,156,126
83,144,155,134
84,144,156,132
85,144,157,130
86,144,154,134
99,138,150,122
100,141,152,120
102,141,154,119
102,142,154,120
91,20,165,154
92,20,166,154
99,11,177,144
100,13,177,146
103,16,186,152
103,16,186,154
104,19,186,153
102,16,185,147
103,16,186,147
104,18,186,148
86,34,155,178
87,36,155,175
90,39,155,180
92,40,156,180
93,40,156,180
87,32,163,175
90,36,156,178
94,35,160,176
95,34,161,177
95,35,161,178
97,35,163,178
98,35,164,177
98,11,156,179
99,11,157,179
92,18,154,171
94,19,156,171
95,19,157,174
94,19,156,170
95,19,157,170
97,19,159,170
97,20,159,172
98,19,160,170
98,20,160,172
98,21,160,174
123,20,163,169
125,21,165,169
124,24,165,160
125,24,166,160
125,21,159,166
124,27,166,163
123,26,165,166
122,54,141,153
122,55,141,154
123,54,142,153
123,55,142,154
124,57,142,152
122,58,141,157
123,58,142,157
122,59,141,158
123,59,142,158
123,60,142,159
113,50,160,174
116,48,160,170
116,49,160,171
114,42,156,166
117,43,159,167
118,43,160,168
120,43,162,168
120,44,162,169
110,50,156,173
110,51,156,174
113,50,159,176
113,50,160,176
113,51,160,174
114,54,161,176
116,53,163,175
116,54,163,176
117,53,164,175
117,54,163,171
117,55,163,172
117,56,163,177
117,57,163,178
118,59,163,180
118,65,163,178
119,64,164,177
123,58,163,179
120,44,162,170
121,42,163,169
124,44,165,171
122,46,163,171
124,45,165,171
124,46,165,172
122,47,163,172
124,55,163,172
124,56,163,173
121,56,170,180
124,58,163,174
119,65,177,142
119,65,177,144
122,70,177,148
128,68,186,152
128,69,186,154
122,50,140,144
122,51,140,145
120,50,139,144
120,51,139,145
121,51,140,145
121,54,140,150
123,55,141,150
124,53,140,146
123,53,141,147
124,54,142,148
124,55,142,150
124,54,142,149
124,56,142,151
126,56,148,160
126,57,148,161
127,57,149,160
118,66,151,166
117,73,152,160
119,72,149,156
119,73,149,157
120,73,150,157
118,76,151,162
119,76,152,162
122,61,141,160
123,61,142,160
126,63,141,153
126,64,141,154
127,62,142,156
127,68,142,154
128,70,142,152
128,72,145,166
88,77,156,160
88,78,156,161
92,76,159,158
88,78,156,164
91,82,159,168
92,79,160,168
91,81,159,168
92,78,160,167
93,82,161,168
94,78,162,166
94,82,162,168
107,102,161,158
108,101,162,157
108,101,162,158
111,98,165,157
112,98,166,159
111,96,165,150
111,97,165,151
114,98,167,150
111,98,165,156
112,100,165,154
114,98,168,158
114,100,167,154
114,101,167,155
123,100,182,151
123,101,182,152
126,96,186,151
129,102,186,152
126,78,148,154
127,78,149,155
128,74,142,155
128,76,141,157
128,77,141,158
129,76,142,157
129,77,142,158
128,79,141,160
129,79,142,160
136,80,151,163
137,82,152,162
136,82,151,165
137,82,152,165
106,140,158,120
106,139,158,119
103,142,152,126
104,141,153,124
104,142,154,125
104,141,154,124
105,141,156,124
105,142,156,125
107,142,157,124
108,142,158,124
108,143,159,125
105,146,156,128
105,147,156,130
106,147,157,128
107,139,159,119
108,140,160,120
110,138,170,118
110,139,170,119
111,138,168,118
111,139,168,119
112,140,168,120
113,138,170,117
112,139,169,119
115,140,164,118
116,140,166,118
118,139,164,122
114,148,162,126
116,146,164,124
117,146,166,124
118,146,167,124
123,154,157,130
115,109,177,142
116,115,177,148
121,94,163,180
121,92,163,179
122,93,163,180
123,94,164,180
125,96,166,182
126,96,163,176
126,97,163,179
126,100,162,179
127,87,173,173
127,88,173,174
127,89,173,176
128,92,170,178
130,94,171,174
130,95,172,177
132,93,173,174
128,96,170,181
129,96,171,181
130,96,172,181
130,97,172,182
131,96,173,180
132,95,146,165
133,98,148,168
134,94,148,164
134,98,149,168
135,94,149,164
136,94,150,164
136,88,151,158
134,90,148,161
135,91,149,161
134,92,148,162
135,92,149,161
134,93,148,163
135,93,149,163
135,92,149,162
138,93,152,163
137,94,151,164
138,94,152,164
142,98,142,157
143,105,142,157
131,151,172,170
132,153,173,172
135,153,175,174
135,154,175,175
133,158,172,172
135,155,176,170
136,150,182,172
138,151,184,174
135,153,182,174
136,153,183,174
137,153,184,174
138,153,184,177
136,151,182,176
136,153,183,176
157,132,177,146
157,132,174,156
157,134,175,155
155,138,173,159
155,139,173,160
156,136,174,157
156,137,174,158
156,138,174,159
157,130,173,164
156,134,173,159
156,135,174,156
154,139,172,160
155,137,173,158
157,132,173,164
160,132,176,163
147,118,173,132
149,112,172,142
147,122,172,140
152,122,177,142
157,132,177,144
158,128,177,142
12,36,51,92
12,37,50,93
13,35,52,91
13,36,52,92
14,35,53,91
14,35,43,92
14,36,43,93
14,37,43,94
15,35,44,92
15,36,44,93
15,37,44,94
16,36,45,93
16,37,45,94
17,35,46,92
16,36,46,93
16,37,46,94
16,38,46,95
18,37,48,94
20,37,47,94
20,38,47,95
22,36,46,93
22,38,50,88
14,41,42,99
15,40,43,98
15,42,42,100
17,42,43,97
18,42,44,97
14,36,50,95
14,37,54,94
15,35,50,94
15,37,55,94
16,37,56,94
18,37,52,94
22,42,51,92
20,37,50,94
21,35,49,94
19,37,53,94
19,38,52,94
19,40,52,96
20,37,54,94
20,38,54,95
20,40,53,96
21,37,55,94
22,35,50,94
22,36,50,95
20,40,51,102
20,41,51,103
21,40,49,103
21,41,52,103
22,38,50,101
20,42,50,99
21,42,51,99
26,38,50,97
19,45,51,98
19,46,51,99
19,47,51,100
20,45,52,98
20,46,52,99
22,48,52,101
24,43,58,96
25,41,59,94
25,42,59,95
25,43,59,96
25,44,58,97
26,41,58,94
25,45,58,98
27,41,64,97
28,42,63,95
29,42,63,98
47,15,80,77
48,15,81,77
49,15,82,77
45,27,77,86
45,28,77,87
45,30,77,88
46,27,78,86
48,27,80,86
46,28,78,87
46,29,78,88
47,28,79,88
48,28,80,88
46,30,78,89
47,30,79,89
48,29,80,89
34,34,66,90
34,35,67,91
37,36,68,92
38,36,69,92
38,37,69,93
34,36,66,92
37,37,68,93
45,28,76,96
46,28,77,94
45,29,76,105
46,29,77,105
44,33,76,94
45,33,77,94
47,33,79,94
47,31,79,94
47,32,79,95
47,15,80,80
47,15,79,85
48,15,80,83
49,15,81,82
50,12,80,82
